SampleID	SampleType	SamplingDate	Resource_ID	Resource_sex	Time_point	Sample_Taxon	k__Bacteria;__;__;__;__;__;__	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;__	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;__	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__coprosuis	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas;s__	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__succinicans	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__odoratimimus	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium;s__	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Wautersiella;s__	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;__;__	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__faecium	k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__;g__;s__	k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__;g__;s__	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;__;__;__	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Brochothrix;s__	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;__;__	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__;s__	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina;s__	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;__	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;__;__;__	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium;s__viridans	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;__;__	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Vagococcus;s__	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;__;__;__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;__;__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Caloramator;s__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__butyricum	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;__;__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__;s__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Pelosinus;s__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];__;__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__;s__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Gallicola;s__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Peptoniphilus;s__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Tepidimicrobium;s__	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix;s__	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__L7A_E11;s__	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__u114;s__	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__;s__	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Mycoplana;s__	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;__;__	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium;s__adhaesivum	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria;__;__	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;__;__;__;__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;__;__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes;s__faecalis	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;__;__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__lividum	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;__;__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__;s__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Vitreoscilla;s__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__;s__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;__;__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Citrobacter;s__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Morganella;s__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Morganella;s__morganii	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus;s__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Providencia;s__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia;s__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Sodalis;s__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__johnsonii	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter;s__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__;s__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__fragi	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__veronii	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__viridiflava	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Ignatzschineria;s__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Wohlfahrtiimonas;s__	k__Bacteria;p__Tenericutes;c__CK-1C4-19;o__;f__;g__;s__
AK_2015_1	CarcassSwab	2.Aug.2015	SC_1	Male	T1	O_keta	0	0	0	15	0	0	0	0	1979	7	724	2028	0	166	0	0	0	0	0	0	0	371	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	4	0	0	0	0	131	64	0	91	0	64	1853	0	229	0	52	0	0	66	0	0	4505	7340	0	126	0	223	267	0	47	29	27	36	694	0
AK_2015_10	CarcassSwab	4.Aug.2015	SC_25	Female	T1	O_keta	0	0	0	139	0	0	1965	17	567	211	3771	7788	88	2821	0	1109	257	0	21	1224	0	3784	161	36	0	0	0	152	2454	0	0	0	117	5	0	433	0	198	46	11	0	871	1188	0	0	0	663	1120	0	0	0	8	8	0	49	0	0	20	0	317	144	240	263	160	305	432	0	1912	0	553	0	200	983	50	14	4959	3792	0	173	79	151	99	75	0	63	106	13494	5592	0
AK_2015_11	CarcassSwab	5.Aug.2015	SC_1	Male	T3	O_keta	0	0	0	0	0	0	98	0	0	0	250	3034	0	314	0	0	0	0	0	222	0	336	0	57	14	0	0	0	463	0	0	0	3	0	0	17	0	0	0	0	0	128	806	0	0	73	31	53	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1283	0	0	108	0	106	0	25	217	0	0	1645	3303	303	0	0	25	39	0	0	0	0	5547	1618	0
AK_2015_12	CarcassSwab	5.Aug.2015	SC_2	Male	T3	O_keta	0	0	0	0	0	0	68	10	0	0	21	3390	0	89	0	9	0	0	0	0	0	407	0	99	0	0	324	0	3114	96	0	14	6	0	0	600	0	14	88	24	0	44	3006	0	94	91	83	759	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	103	43	0	147	0	2213	85	693	505	43	0	0	54	0	50	0	0	0	0	0	0	0	38312	2673	0
AK_2015_13	CarcassSwab	5.Aug.2015	SC_3	Female	T3	O_keta	0	7	0	38	0	0	982	17	34	0	243	5307	0	67	0	7	0	0	29	269	0	3233	0	2258	0	0	54	0	2090	23	0	0	10	0	0	483	0	28	24	50	0	317	1891	0	74	1399	141	1145	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	140	36	0	64	30	411	0	398	89	42	0	140	427	0	0	0	0	0	0	0	0	0	18300	1746	0
AK_2015_14	CarcassSwab	5.Aug.2015	SC_4	Female	T3	O_keta	0	22	0	0	0	0	28	0	0	0	0	177	0	0	0	0	0	0	5	988	0	5778	0	947	0	0	0	0	1893	0	0	36	0	0	0	129	0	0	0	12	0	168	1105	0	46	696	397	496	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	18	261	0	0	0	0	105	26	63	28	0	0	0	14	0	0	0	0	0	0	0	0	2	36231	219	0
AK_2015_15	CarcassSwab	5.Aug.2015	SC_22	Male	T2	O_keta	2	0	35	17	0	0	58	0	52	0	181	564	0	33	0	0	0	0	566	281	6	1719	0	13274	0	104	146	0	5486	177	0	0	625	0	0	2830	0	24	0	116	5	549	7682	0	37	11462	39	861	76	0	2	0	0	0	984	0	0	0	0	51	0	0	0	0	0	62	0	126	9	729	0	213	465	84	0	1890	6747	332	5495	0	0	0	0	0	0	47	18132	654	0
AK_2015_16	CarcassSwab	5.Aug.2015	SC_23	Female	T2	O_keta	0	0	0	0	0	0	58	2244	29	0	51	3970	0	41	0	0	0	0	0	81	0	235	0	287	0	0	38	0	2568	31	0	23	53	0	0	2009	0	3	63	35	0	1000	6923	0	313	427	140	2363	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	76	0	748	0	703	383	539	347	35	0	0	131	0	13	0	0	0	0	0	0	0	34471	312	0
AK_2015_17	CarcassSwab	5.Aug.2015	SC_24	Female	T2	O_keta	10	0	0	0	0	5	1276	137	17	0	171	4952	0	79	0	0	0	0	99	255	0	995	105	4683	0	0	0	9	1829	22	0	0	70	0	0	321	0	36	35	28	0	1138	10777	0	44	1158	77	583	8	0	0	0	0	0	134	0	0	0	0	0	0	0	0	31	35	309	0	1045	34	919	105	388	3176	136	0	526	280	0	57	0	0	0	10	0	0	8	23130	4993	0
AK_2015_18	CarcassSwab	5.Aug.2015	SC_25	Female	T2	O_keta	0	0	0	4	0	0	73	0	0	0	65	96	3	59	0	50	9	0	11	1585	0	646	0	75	0	0	0	0	854	0	0	0	77	19	0	404	0	209	47	0	0	3474	5065	0	0	180	21	601	0	0	0	0	0	0	9	0	0	18	0	19	0	0	0	0	33	28	0	647	19	690	0	51	1174	64	0	285	288	0	76	41	0	0	0	0	0	53	9820	2519	0
AK_2015_19	CarcassSwab	7.Aug.2015	SC_22	Male	T3	O_keta	0	0	0	0	0	0	0	0	172	0	230	859	4	98	0	0	0	0	0	3000	0	3267	0	19356	41	95	0	0	3434	21	0	0	0	0	0	90	0	0	0	0	0	181	353	0	0	1670	25	431	0	0	0	0	0	0	0	0	0	0	0	36	0	22	0	0	225	223	0	45	0	77	0	14	170	0	0	1407	2011	0	242	20	0	56	0	0	0	0	25607	716	0
AK_2015_2	CarcassSwab	2.Aug.2015	SC_2	Male	T1	O_keta	0	0	0	148	0	0	0	0	1063	9	2657	7264	0	202	0	10	2	0	0	0	33	1386	0	0	0	0	0	0	218	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	34	0	0	135	41	17	0	19	145	1969	13	31	0	0	0	0	180	0	0	6721	7467	0	141	0	77	378	198	47	38	0	636	2905	0
AK_2015_20	CarcassSwab	7.Aug.2015	SC_23	Female	T3	O_keta	0	0	0	0	0	0	0	16	0	0	0	51	0	0	0	0	0	0	7	1231	0	1281	0	3247	0	0	0	0	973	0	0	0	0	0	0	38	0	0	0	0	0	63	314	0	0	807	74	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	156	37	212	0	0	0	0	0	0	0	44	0	0	0	0	0	0	65573	154	25
AK_2015_21	CarcassSwab	7.Aug.2015	SC_24	Female	T3	O_keta	0	0	16	0	0	0	42	0	0	0	14	83	0	18	0	0	0	0	37	58	0	4288	427	11803	0	0	59	0	5752	35	0	0	43	0	0	211	0	0	0	25	0	33	669	0	0	726	0	809	8	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	27	0	0	123	0	430	0	81	239	44	0	36	181	0	246	0	0	0	0	0	0	0	25429	614	0
AK_2015_22	CarcassSwab	7.Aug.2015	SC_25	Female	T3	O_keta	0	0	0	0	0	0	161	0	4	0	56	397	0	15	0	3	0	0	0	341	0	2061	0	2012	0	0	63	0	2171	0	0	40	2892	642	24	2943	0	23	632	0	0	408	1727	0	134	748	0	574	0	0	0	0	0	0	0	0	0	17	0	0	0	0	35	0	0	1427	0	4572	19	2338	0	348	1438	549	0	537	456	0	395	0	0	0	0	0	0	235	37101	1699	0
AK_2015_3	CarcassSwab	2.Aug.2015	SC_3	Female	T1	O_keta	0	83	0	77	0	0	2709	14	0	18	2159	28239	0	329	0	169	9	0	0	72	0	1285	100	42	0	0	0	24	1104	0	0	0	21	0	0	99	0	11	10	57	0	0	180	0	59	22	0	167	0	6	0	0	0	0	9	0	0	0	0	43	78	0	483	148	671	1512	11	71	0	176	0	30	244	53	0	1563	6096	284	0	0	113	231	0	0	0	766	3788	17660	0
AK_2015_4	CarcassSwab	2.Aug.2015	SC_4	Female	T1	O_keta	42	33	0	68	0	0	847	13	0	0	3279	17514	0	319	0	39	17	0	0	38	0	1144	0	86	0	0	0	0	864	0	0	0	35	7	0	623	0	0	7	12	0	35	95	0	0	0	0	34	0	0	0	10	8	0	6	6	0	0	8	109	82	12	194	228	308	689	0	34	44	233	0	114	458	37	21	4299	12808	0	0	0	281	0	0	0	101	0	2886	13106	0
AK_2015_5	CarcassSwab	4.Aug.2015	SC_1	Male	T2	O_keta	0	0	0	17	0	0	46	0	57	0	724	3353	0	678	0	5	0	0	9	24	8	245	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	24	0	0	0	0	0	0	14	0	0	0	0	58	0	0	163	0	1592	0	0	173	0	99	0	0	101	0	0	5974	5562	0	0	0	70	119	35	0	0	0	1497	3435	0
AK_2015_6	CarcassSwab	4.Aug.2015	SC_2	Male	T2	O_keta	0	0	0	39	0	0	0	0	34	0	171	1333	0	57	0	0	5	0	0	0	22	2772	0	0	0	0	0	0	1717	35	0	0	0	0	0	49	0	0	11	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	383	63	0	0	0	72	0	0	279	0	0	3431	8323	0	42	0	65	89	27	0	0	0	1992	2380	0
AK_2015_7	CarcassSwab	4.Aug.2015	SC_22	Male	T1	O_keta	0	38	292	638	0	0	96	4	158	10	194	719	17	425	0	12	18	0	871	386	0	1453	0	6109	0	0	291	142	5154	205	0	0	565	0	0	1216	0	39	120	89	0	457	4059	0	43	4594	45	821	65	0	0	0	0	0	1973	0	0	0	0	110	0	21	81	0	22	44	0	78	0	298	0	82	176	93	0	2399	15589	577	1876	0	18	0	50	0	0	52	12326	721	0
AK_2015_8	CarcassSwab	4.Aug.2015	SC_23	Female	T1	O_keta	31	89	0	135	0	0	74	0	59	0	1248	9928	0	322	31	122	0	0	134	32	0	2977	129	88	0	0	0	31	9556	144	0	0	139	0	0	722	0	0	24	47	0	15	169	0	18	20	52	210	0	0	0	0	25	4	247	0	0	0	23	57	19	0	785	141	908	242	0	331	0	971	919	78	630	104	0	2131	10661	0	210	0	48	20	0	0	0	0	27584	4149	0
AK_2015_9	CarcassSwab	4.Aug.2015	SC_24	Female	T1	O_keta	0	0	0	0	0	0	1438	81	0	0	224	12446	0	31	0	0	0	0	39	788	0	4256	323	181	0	0	0	219	1994	17	0	0	11	0	0	225	0	23	24	64	0	1486	1148	0	38	151	1099	1415	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	154	273	42	0	131	17	877	109	93	785	75	0	463	637	0	0	0	0	0	7	0	0	0	24815	9630	12
AK_2015_36	LarvalMassSwab	2.Aug.2015	SC_3	Female	T1	bf_mix	8	0	0	35	0	0	236	71	9	0	521	6750	0	425	0	31	0	0	0	1282	0	292	0	69	24	0	0	12	7518	0	0	23	428	37	11	2013	24	57	56	15	0	110	1000	0	40	22	49	382	0	6	0	0	0	0	0	0	0	6	0	0	36	0	518	134	138	319	0	200	143	921	59	74	1477	70	0	549	2264	0	0	0	0	0	0	0	0	0	18127	7338	0
